x,y,z
2.974278450012207,-3.6909289360046387,8.828319549560547
3.0424740314483643,-3.7088751792907715,8.870193481445312
3.0867412090301514,-3.607180118560791,8.486145973205566
3.025724172592163,-3.7459638118743896,8.965906143188477
2.908475875854492,-3.6155550479888916,8.712267875671387
3.084348440170288,-3.6574294567108154,8.561519622802734
3.0448668003082275,-3.779463291168213,8.888139724731445
2.9515466690063477,-3.5952160358428955,8.731410026550293
3.014956474304199,-3.5581271648406982,8.754141807556152
3.0520453453063965,-3.768695831298828,8.782855033874512
3.0113673210144043,-3.675375461578369,8.646465301513672
2.977867603302002,-3.649054765701294,8.919245719909668
3.023331642150879,-3.757927894592285,8.81396198272705
3.032902479171753,-3.693321704864502,8.647661209106445
3.049652338027954,-3.6059839725494385,8.786445617675781
2.992224931716919,-3.607180118560791,8.768499374389648
2.9730823040008545,-3.7256247997283936,8.752944946289062
3.07836651802063,-3.755535125732422,8.769695281982422
2.9790642261505127,-3.6047873497009277,8.800802230834961
2.9766714572906494,-3.689732551574707,8.780463218688965
3.0723843574523926,-3.6813576221466064,8.703892707824707
3.0592238903045654,-3.6155550479888916,8.742177963256836
2.9587252140045166,-3.680161237716675,8.790034294128418
2.968296527862549,-3.759124517440796,8.828319549560547
3.0855445861816406,-3.6323046684265137,8.72183895111084
2.981457233428955,-3.665804386138916,8.723034858703613
2.977867603302002,-3.6885361671447754,8.798409461975098
3.0520453453063965,-3.6251261234283447,8.769695281982422
3.04725980758667,-3.680161237716675,8.715856552124023
2.9826533794403076,-3.7663028240203857,8.803194046020508
2.999403238296509,-3.6634113788604736,8.831908226013184
3.0592238903045654,-3.627519130706787,8.689535140991211
3.0305097103118896,-3.7363924980163574,8.740981101989746
3.0005996227264404,-3.671786308288574,8.791230201721191
2.998206853866577,-3.6430723667144775,8.782855033874512
3.04725980758667,-3.7184462547302246,8.772088050842285
3.0448668003082275,-3.69930362701416,8.761320114135742
2.974278450012207,-3.610769510269165,8.768499374389648
2.9934213161468506,-3.594019889831543,8.847461700439453
3.049652338027954,-3.69930362701416,8.775676727294922
3.0580272674560547,-3.733999729156494,8.679964065551758
3.025724172592163,-3.641876220703125,8.833104133605957
2.9694931507110596,-3.6335012912750244,8.812767028808594
3.012563943862915,-3.7088751792907715,8.71346378326416
3.146562099456787,-3.5736806392669678,8.839086532592773
2.9551360607147217,-3.621537208557129,8.772088050842285
2.957528829574585,-3.845266103744507,8.72782039642334
3.164508104324341,-3.7160537242889404,8.7445707321167
2.9874391555786133,-3.548555850982666,8.810373306274414
2.8570303916931152,-3.702893018722534,8.761320114135742
3.150151014328003,-3.672982931137085,8.71346378326416
3.06999135017395,-3.5820555686950684,8.677571296691895
2.882154941558838,-3.7603209018707275,8.845067977905273
2.992224931716919,-3.7184462547302246,8.847461700439453
3.157329559326172,-3.5712878704071045,8.69791030883789
3.032902479171753,-3.662215232849121,8.645268440246582
2.919243574142456,-3.7639100551605225,8.891729354858398
3.071187973022461,-3.555734634399414,8.725427627563477
3.0795629024505615,-3.7328035831451416,8.665607452392578
3.0077781677246094,-3.7842493057250977,8.842677116394043
2.9599215984344482,-3.5461630821228027,8.825926780700684
3.0412776470184326,-3.6119658946990967,8.699106216430664
3.0939197540283203,-3.8045878410339355,8.742177963256836
2.9694931507110596,-3.576073169708252,8.797212600708008
3.008974552154541,-3.64546537399292,8.804391860961914
3.0556344985961914,-3.796213388442993,8.739785194396973
3.050848960876465,-3.665804386138916,8.71107006072998
2.9958138465881348,-3.5569310188293457,8.798409461975098
2.991028308868408,-3.7112677097320557,8.82951545715332
3.0759737491607666,-3.682554006576538,8.699106216430664
3.040081262588501,-3.627519130706787,8.773283958435059
2.957528829574585,-3.706482172012329,8.841479301452637
2.999403238296509,-3.6909289360046387,8.742177963256836
3.102294683456421,-3.6406795978546143,8.71107006072998
3.0424740314483643,-3.6634113788604736,8.779266357421875
2.9347968101501465,-3.70767879486084,8.801998138427734
3.0975091457366943,-3.6358940601348877,8.740981101989746
3.0723843574523926,-3.67657208442688,8.723034858703613
2.9599215984344482,-3.7052857875823975,8.778070449829102
3.0101709365844727,-3.6466617584228516,8.803194046020508
3.060420274734497,-3.6574294567108154,8.73619556427002
3.04725980758667,-3.7232320308685303,8.737391471862793
2.9898316860198975,-3.634697675704956,8.817551612854004
3.022135019302368,-3.641876220703125,8.764908790588379
3.056830883026123,-3.710071563720703,8.724231719970703
3.0340991020202637,-3.6646080017089844,8.774480819702148
2.9958138465881348,-3.61435866355896,8.819944381713867
2.9383859634399414,-3.775874376296997,8.708678245544434
3.10947322845459,-3.748356580734253,8.746962547302246
2.963510751724243,-3.565305709838867,8.767301559448242
2.9491541385650635,-3.7399818897247314,8.776872634887695
3.119044542312622,-3.700500249862671,8.757731437683105
3.0723843574523926,-3.5700912475585938,8.732606887817383
2.9491541385650635,-3.706482172012329,8.792427062988281
2.9718856811523438,-3.7746777534484863,8.823533058166504
3.1274192333221436,-3.5856447219848633,8.688339233398438
2.968296527862549,-3.682554006576538,8.746962547302246
2.9455647468566895,-3.731606960296631,8.858229637145996
3.077169895172119,-3.6023945808410645,8.745766639709473
3.067598819732666,-3.6610188484191895,8.695517539978027
2.988635540008545,-3.7746777534484863,8.80798053741455
2.9898316860198975,-3.5784664154052734,8.7505521774292
3.087937593460083,-3.649054765701294,8.71346378326416
3.053241729736328,-3.7639100551605225,8.757731437683105
2.9730823040008545,-3.64546537399292,8.784051895141602
3.0317063331604004,-3.6119658946990967,8.804391860961914
3.0592238903045654,-3.7399818897247314,8.748160362243652
3.0269205570220947,-3.737588882446289,8.718250274658203
2.994617462158203,-3.596412420272827,8.80798053741455
2.999403238296509,-3.704089641571045,8.793622970581055
3.0687949657440186,-3.7495529651641846,8.6967134475708
3.043670415878296,-3.627519130706787,8.778070449829102
2.981457233428955,-3.641876220703125,8.812767028808594
2.9898316860198975,-3.7387855052948,8.764908790588379
3.0831520557403564,-3.634697675704956,8.740981101989746
3.0029923915863037,-3.64546537399292,8.794818878173828
2.9515466690063477,-3.713660955429077,8.792427062988281
3.077169895172119,-3.678964853286743,8.7505521774292
3.077169895172119,-3.6526436805725098,8.73499870300293
2.9599215984344482,-3.7016968727111816,8.774480819702148
2.994617462158203,-3.680161237716675,8.799605369567871
3.0831520557403564,-3.655036449432373,8.717052459716797
2.9958138465881348,-3.720839262008667,8.766105651855469
2.968296527862549,-3.6885361671447754,8.82233715057373
3.053241729736328,-3.6358940601348877,8.767301559448242
3.0592238903045654,-3.6957147121429443,8.695517539978027
3.005384922027588,-3.7256247997283936,8.767301559448242
3.018545627593994,-3.621537208557129,8.798409461975098
3.040081262588501,-3.704089641571045,8.720641136169434
3.0484561920166016,-3.7387855052948,8.752944946289062
3.0137600898742676,-3.623929977416992,8.796016693115234
2.991028308868408,-3.623929977416992,8.776872634887695
3.0424740314483643,-3.733999729156494,8.752944946289062
3.060420274734497,-3.6945180892944336,8.723034858703613
2.998206853866577,-3.644268751144409,8.804391860961914
3.0041890144348145,-3.7232320308685303,8.780463218688965
3.0544381141662598,-3.680161237716675,8.715856552124023
3.0520453453063965,-3.647858142852783,8.766105651855469
2.9862427711486816,-3.6741795539855957,8.800802230834961
3.0101709365844727,-3.710071563720703,8.767301559448242
3.0592238903045654,-3.6777684688568115,8.754141807556152
3.012563943862915,-3.6681969165802,8.767301559448242
2.991028308868408,-3.6849470138549805,8.791230201721191
3.0424740314483643,-3.655036449432373,8.739785194396973
3.0424740314483643,-3.675375461578369,8.737391471862793
3.0041890144348145,-3.680161237716675,8.794818878173828
3.0137600898742676,-3.649054765701294,8.778070449829102
3.060420274734497,-3.6837503910064697,8.739785194396973
3.012563943862915,-3.696911096572876,8.746962547302246
2.999403238296509,-3.6670007705688477,8.790034294128418
3.032902479171753,-3.658626079559326,8.782855033874512
3.0245280265808105,-3.6945180892944336,8.737391471862793
3.0376882553100586,-3.689732551574707,8.748160362243652
3.01615309715271,-3.6526436805725098,8.785247802734375
3.0281171798706055,-3.6909289360046387,8.7505521774292
3.0448668003082275,-3.6945180892944336,8.7385892868042
3.0305097103118896,-3.6538403034210205,8.780463218688965
2.999403238296509,-3.671786308288574,8.778070449829102
3.01615309715271,-3.710071563720703,8.749356269836426
3.036492109298706,-3.6681969165802,8.761320114135742
3.0113673210144043,-3.6598222255706787,8.766105651855469
3.0065815448760986,-3.704089641571045,8.770891189575195
3.050848960876465,-3.693321704864502,8.7505521774292
3.0424740314483643,-3.6574294567108154,8.751749038696289
3.012563943862915,-3.675375461578369,8.786445617675781
3.023331642150879,-3.682554006576538,8.763712882995605
3.049652338027954,-3.6705899238586426,8.7505521774292
3.012563943862915,-3.686143636703491,8.761320114135742
2.998206853866577,-3.678964853286743,8.780463218688965
3.0376882553100586,-3.6705899238586426,8.760124206542969
3.043670415878296,-3.671786308288574,8.764908790588379
3.0113673210144043,-3.675375461578369,8.757731437683105
3.0245280265808105,-3.6777684688568115,8.775676727294922
3.0352957248687744,-3.680161237716675,8.761320114135742
3.0269205570220947,-3.680161237716675,8.748160362243652
3.008974552154541,-3.6849470138549805,8.793622970581055
3.0376882553100586,-3.6849470138549805,8.760124206542969
