x,y,z
0.10289137810468674,-1.238285779953003,10.001997947692871
0.07776673883199692,-1.2813565731048584,9.716056823730469
0.08015955239534378,-1.2753745317459106,9.864411354064941
0.10408779233694077,-1.2634104490280151,9.865608215332031
0.09690931439399719,-1.2562319040298462,9.891928672790527
0.07178468257188797,-1.269392490386963,9.830911636352539
0.08853443711996078,-1.2801601886749268,9.847661972045898
0.1052841916680336,-1.262213945388794,9.858429908752441
0.09451650083065033,-1.2849458456039429,9.834501266479492
0.06699904054403305,-1.2669994831085205,9.847661972045898
0.10049854964017868,-1.2550355195999146,9.847661972045898
0.11844472587108612,-1.2574282884597778,9.870393753051758
0.10648060590028763,-1.2669994831085205,9.834501266479492
0.07896315306425095,-1.269392490386963,9.866805076599121
0.09092725813388824,-1.25144624710083,9.841679573059082
0.11964112520217896,-1.2634104490280151,9.835698127746582
0.08255238085985184,-1.274178147315979,9.852447509765625
0.07058826088905334,-1.2550355195999146,9.871589660644531
0.09930215030908585,-1.2658032178878784,9.852447509765625
0.09810572862625122,-1.2753745317459106,9.835698127746582
0.09212367236614227,-1.269392490386963,9.846465110778809
0.08853443711996078,-1.2562319040298462,9.847661972045898
0.1052841916680336,-1.2574282884597778,9.856036186218262
0.09571290761232376,-1.286142110824585,9.852447509765625
0.08374879509210587,-1.270588755607605,9.828519821166992
0.08853443711996078,-1.2669994831085205,9.863214492797852
0.09810572862625122,-1.274178147315979,9.834501266479492
0.10887343436479568,-1.277767300605774,9.852447509765625
0.09092725813388824,-1.2502497434616089,9.854840278625488
0.07776673883199692,-1.2634104490280151,9.840483665466309
0.10049854964017868,-1.2634104490280151,9.856036186218262
0.09810572862625122,-1.2669994831085205,9.857233047485352
0.09690931439399719,-1.2610174417495728,9.848858833312988
0.09212367236614227,-1.2454642057418823,9.878768920898438
0.09571290761232376,-1.2813565731048584,9.830911636352539
0.09092725813388824,-1.2227323055267334,9.795019149780273
0.09451650083065033,-1.2801601886749268,10.02712345123291
0.07776673883199692,-1.2478570938110352,9.641879081726074
0.09092725813388824,-1.2131611108779907,10.240083694458008
0.11485548317432404,-1.3280166387557983,9.404989242553711
0.058624155819416046,-1.2454642057418823,10.15035343170166
0.10049854964017868,-1.2885348796844482,9.731610298156738
0.11605190485715866,-1.3016955852508545,9.748359680175781
0.08733803033828735,-1.2717852592468262,9.80937671661377
0.0813559740781784,-1.2490534782409668,9.93140983581543
0.10408779233694077,-1.262213945388794,9.7998046875
0.09690931439399719,-1.2717852592468262,9.903892517089844
0.08255238085985184,-1.2729816436767578,9.847661972045898
0.08255238085985184,-1.269392490386963,9.852447509765625
0.1052841916680336,-1.25144624710083,9.846465110778809
0.11485548317432404,-1.2478570938110352,9.879964828491211
0.09690931439399719,-1.277767300605774,9.835698127746582
0.07657032459974289,-1.2598211765289307,9.844072341918945
0.08733803033828735,-1.2717852592468262,9.854840278625488
0.11246266961097717,-1.2753745317459106,9.830911636352539
0.1052841916680336,-1.253839135169983,9.863214492797852
0.08853443711996078,-1.2562319040298462,9.872786521911621
0.062213387340307236,-1.196411371231079,9.781858444213867
0.12083754688501358,-1.2227323055267334,10.194621086120605
0.10289137810468674,-1.3016955852508545,9.4121675491333
0.08733803033828735,-1.2000006437301636,10.418349266052246
0.09092725813388824,-1.207179069519043,10.059426307678223
0.09571290761232376,-1.3076776266098022,9.590433120727539
0.0813559740781784,-1.246660590171814,10.085746765136719
0.09571290761232376,-1.3004992008209229,9.714859962463379
0.09571290761232376,-1.2825528383255005,9.850054740905762
0.10049854964017868,-1.23589289188385,9.897911071777344
0.09212367236614227,-1.2801601886749268,9.826126098632812
0.08853443711996078,-1.2789638042449951,9.81775188446045
0.08614161610603333,-1.2646067142486572,9.884750366210938
0.09810572862625122,-1.2669994831085205,9.836893081665039
0.10408779233694077,-1.238285779953003,9.872786521911621
0.09451650083065033,-1.2598211765289307,9.877572059631348
0.08853443711996078,-1.2753745317459106,9.862018585205078
0.09451650083065033,-1.2801601886749268,9.839286804199219
0.07896315306425095,-1.2765707969665527,9.852447509765625
0.0933200865983963,-1.2610174417495728,9.860822677612305
0.09451650083065033,-1.2610174417495728,9.866805076599121
0.09810572862625122,-1.2610174417495728,9.860822677612305
0.09212367236614227,-1.2765707969665527,9.853643417358398
0.07417750358581543,-1.2765707969665527,9.826126098632812
0.10049854964017868,-1.2753745317459106,9.889535903930664
0.10289137810468674,-1.262213945388794,9.840483665466309
0.1052841916680336,-1.2646067142486572,9.863214492797852
0.08255238085985184,-1.2610174417495728,9.853643417358398
0.08614161610603333,-1.2813565731048584,9.856036186218262
0.08255238085985184,-1.2598211765289307,9.852447509765625
0.09810572862625122,-1.2669994831085205,9.863214492797852
0.08015955239534378,-1.2442678213119507,9.877572059631348
0.10169496387243271,-1.269392490386963,9.845268249511719
0.09571290761232376,-1.2490534782409668,9.857233047485352
0.1052841916680336,-1.2598211765289307,10.055837631225586
0.07178468257188797,-1.270588755607605,9.562915802001953
0.08255238085985184,-1.2215360403060913,9.969696044921875
0.11246266961097717,-1.238285779953003,9.900303840637207
0.10408779233694077,-1.2909278869628906,9.734003067016602
0.06340979784727097,-1.2490534782409668,10.04985523223877
0.0933200865983963,-1.2957135438919067,9.712467193603516
0.09571290761232376,-1.2729816436767578,9.839286804199219
0.09810572862625122,-1.262213945388794,9.877572059631348
0.09690931439399719,-1.2849458456039429,9.812965393066406
0.09690931439399719,-1.2801601886749268,9.845268249511719
0.08614161610603333,-1.274178147315979,9.850054740905762
0.0933200865983963,-1.253839135169983,9.865608215332031
0.11485548317432404,-1.3507484197616577,9.77826976776123
0.10408779233694077,-1.171286702156067,9.89432144165039
0.08255238085985184,-1.2119646072387695,10.292726516723633
0.11724831163883209,-1.3184453248977661,9.480362892150879
0.06699904054403305,-1.2478570938110352,10.046265602111816
0.08853443711996078,-1.246660590171814,9.8871431350708
0.10049854964017868,-1.2753745317459106,9.751948356628418
0.11246266961097717,-1.2526427507400513,9.9350004196167
0.07657032459974289,-1.2323037385940552,9.921839714050293
0.0933200865983963,-1.2849458456039429,9.787841796875
0.10648060590028763,-1.2873386144638062,9.885946273803711
0.11485548317432404,-1.2634104490280151,9.873982429504395
0.08853443711996078,-1.270588755607605,9.864411354064941
0.07896315306425095,-1.2550355195999146,9.876375198364258
0.09930215030908585,-1.2801601886749268,9.863214492797852
0.09571290761232376,-1.274178147315979,9.878768920898438
0.07896315306425095,-1.262213945388794,9.856036186218262
0.07896315306425095,-1.2669994831085205,9.879964828491211
0.10887343436479568,-1.2753745317459106,9.856036186218262
0.10408779233694077,-1.4368900060653687,9.620344161987305
0.0526420958340168,-1.2346965074539185,10.149157524108887
0.09212367236614227,-1.2251251935958862,10.345368385314941
0.14715859293937683,-1.36031973361969,9.32124137878418
0.06580261886119843,-1.2023934125900269,10.29870891571045
0.09451650083065033,-1.293320655822754,9.568897247314453
0.0729810893535614,-1.2562319040298462,10.001997947692871
0.11724831163883209,-1.2598211765289307,9.864411354064941
0.10887343436479568,-1.2646067142486572,9.830911636352539
0.07896315306425095,-1.238285779953003,9.90269660949707
0.0933200865983963,-1.2574282884597778,9.891928672790527
0.11246266961097717,-1.2801601886749268,9.842876434326172
0.08614161610603333,-1.269392490386963,9.871589660644531
0.0849451944231987,-1.2646067142486572,9.858429908752441
